molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3577565,COc1cccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4cccc(C)c4)cc3)N=C2c2ccccc2)c1,87.0,active
CHEMBL3577564,COc1cccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccccc4C)cc3)N=C2c2ccccc2)c1,66.0,active
CHEMBL3577563,COc1cccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccccc4)cc3)N=C2c2ccccc2)c1,35.0,active
CHEMBL3634706,Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C#N)c3)nc2-c2ccc3ncnn3c2)n1,209.0,active
CHEMBL3634705,Cc1ccc(F)c(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,766.0,active
CHEMBL3634704,Cc1ccc(F)c(-c2[nH]c(CNc3ccccc3)nc2-c2ccc3ncnn3c2)n1,399.0,active
CHEMBL3634707,Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)n1,251.0,active
CHEMBL3634708,C=Cc1cccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3nc(C)ccc3F)[nH]2)c1,171.0,active
CHEMBL3634709,Cc1cc(F)cc(-c2[nH]c(CNc3ccccc3)nc2-c2ccc3ncnn3c2)n1,10000.0,inactive
CHEMBL3634710,Cc1cc(F)cc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,10000.0,inactive
CHEMBL3634711,Cc1nc(-c2[nH]c(CNc3ccccc3)nc2-c2ccc3ncnn3c2)ccc1F,2040.0,intermediate
CHEMBL3634712,Cc1nc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)ccc1F,3370.0,intermediate
CHEMBL3634799,Cc1nc(-c2[nH]c(CNc3cccc(C#N)c3)nc2-c2ccc3ncnn3c2)ccc1F,1240.0,intermediate
CHEMBL3634800,Cc1nc(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)ccc1F,1480.0,intermediate
CHEMBL3634801,C=Cc1cccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3ccc(F)c(C)n3)[nH]2)c1,1810.0,intermediate
CHEMBL2364611,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1,405.0,active
CHEMBL3260567,Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,2180.0,intermediate
CHEMBL1090975,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)cc1,17.0,active
CHEMBL3695590,COc1cc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)ccc1CO,5.0,active
CHEMBL3695571,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ncccc23)cc1,5.0,active
CHEMBL3695573,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,17.0,active
CHEMBL1214131,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccccc2)n1,2.0,active
CHEMBL1093756,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)n(-c2ccccc2)n1,5.0,active
CHEMBL3695581,CSc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,5.0,active
CHEMBL1090979,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c3ccccc23)cc1,1.0,active
CHEMBL3695595,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ncnc4[nH]c(=O)cnc34)c3ccccc23)cc1,17.0,active
CHEMBL3695574,CNS(=O)(=O)Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,7.0,active
CHEMBL3695594,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,12.0,active
CHEMBL3695592,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(CO)nc2)n1,6.0,active
CHEMBL3695572,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c3ccccc23)cn1,7.0,active
CHEMBL3695586,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c(Cl)c2Cl)cc1,7.0,active
CHEMBL3695568,COCC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,5.0,active
CHEMBL1214134,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,3.0,active
CHEMBL3695582,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)cc1,21.0,active
CHEMBL3695577,Cc1ccc(-n2nc(C3(C)CC3)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,5.0,active
CHEMBL3695593,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)s1,2.0,active
CHEMBL3695575,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(Cl)cc2)n1,3.0,active
CHEMBL3695578,Cc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,2.0,active
CHEMBL3695570,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ncccc23)n(-c2ccccc2)n1,18.0,active
CHEMBL3695587,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ncnc4[nH]c(=O)[nH]c34)c3ccccc23)cc1,30.0,active
CHEMBL3695569,COCC(=O)Nc1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,12.0,active
CHEMBL3695580,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(Cl)c(Cl)c2)n1,4.0,active
CHEMBL3695579,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(S(C)(=O)=O)cc2)n1,5.0,active
CHEMBL1214132,Cc1nc2c(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4)c4ccccc34)ccnc2[nH]c1=O,3.0,active
CHEMBL3695584,CCn1c(=O)[nH]c2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(OC)cc4)c4ccccc34)c21,2.0,active
CHEMBL3695589,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(CO)cc2)n1,7.0,active
CHEMBL1214135,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)c(C)nc34)c3ccccc23)cc1,7.0,active
CHEMBL3695585,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C(C)C)c34)c3ccccc23)cc1,11.0,active
CHEMBL3695583,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c3ccccc23)cc1,6.0,active
CHEMBL3695576,Cc1ccc(-n2nc(C3CC3)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,2.0,active
CHEMBL3695591,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c(Cl)c2Cl)n(-c2ccc(CO)cc2)n1,2.0,active
CHEMBL3695588,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(O)cc2)n1,4.0,active
CHEMBL3780219,CNc1nc(Nc2ccc(C)c(N)c2)ncc1C(=O)Nc1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1C,62.0,active
CHEMBL336001,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCn3ccnc3)c3ccccc23)cc1,22.0,active
CHEMBL3781528,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccccn3)c3ccccc23)cc1,167.0,active
CHEMBL343227,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3cccnc3)c3ccccc23)cc1,12.0,active
CHEMBL143134,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccncc3)c3ccccc23)cc1,17.0,active
CHEMBL3781587,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccnc(N)c3)c3ccccc23)cc1,60.0,active
CHEMBL3780111,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccncc3N)c3ccccc23)cc1,11.0,active
CHEMBL3781430,CC(=O)Nc1cc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,11.0,active
CHEMBL3780488,CC(=O)Nc1cnccc1CCOc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12,8.0,active
CHEMBL3782036,COCC(=O)Nc1cnccc1CCOc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12,3.0,active
CHEMBL3780154,COCC(=O)Nc1cc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,31.0,active
CHEMBL3780089,CNC(=O)c1cc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,33.0,active
CHEMBL3780629,COCCNC(=O)c1cc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,25.0,active
CHEMBL3782009,CC(=O)Nc1nccn1CCOc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12,6.0,active
CHEMBL3780410,COCCNC(=O)c1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,123.0,active
CHEMBL3781413,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(C(=O)NCCN4CCOCC4)c3)c3ccccc23)cc1,6.0,active
CHEMBL3781532,COC(=O)Nc1cc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,13.0,active
CHEMBL3780714,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NS(C)(=O)=O)c3)c3ccccc23)cc1,18.0,active
CHEMBL3781102,CC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,2.0,active
CHEMBL3781687,CNC(=O)Nc1cc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,6.0,active
CHEMBL3780519,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NC(=O)c4ccccc4)c3)c3ccccc23)cc1,24.0,active
CHEMBL3781473,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NC(=O)Cc4ccccc4)c3)c3ccccc23)cc1,9.0,active
CHEMBL3781244,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NC(=O)CN(C)C)c3)c3ccccc23)cc1,1.0,active
CHEMBL3780667,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NC(=O)CN4CCOCC4)c3)c3ccccc23)cc1,2.0,active
CHEMBL3781245,CSCC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,2.0,active
CHEMBL3780832,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NC(=O)CS(C)(=O)=O)c3)c3ccccc23)cc1,8.0,active
CHEMBL3780386,COCC(=O)N(C)c1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,27.0,active
CHEMBL3781982,COCC(=O)Nc1cc(C(C)Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,52.0,active
CHEMBL3781999,COCC(=O)Nc1cc(C(C)(C)Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,38.0,active
CHEMBL3798011,C[C@H](c1ccccc1)N1c2cc(-n3c(=O)[nH]c4ncccc43)ccc2C(=O)NC1(C)C,1000.0,active
CHEMBL3818247,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,30000.0,inactive
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,10.5,active
CHEMBL237347,Cc1ccc(O)cc1Nc1ccnc2ccc(S(C)(=O)=O)cc12,500.0,active
CHEMBL3823809,CS(=O)(=O)c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1,5000.0,intermediate
CHEMBL3822791,CS(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,5000.0,intermediate
CHEMBL3822754,CS(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1,5000.0,intermediate
CHEMBL3822573,Cc1ccc(O)cc1Nc1ccnc2ccccc12,5000.0,intermediate
CHEMBL237345,Cc1ccc(O)cc1Nc1ccnc2ccc(-c3cccnc3)cc12,3740.0,intermediate
CHEMBL3824056,Cc1ccc(O)cc1Nc1ccnc2ccc(C(=O)NCC3CCOCC3)cc12,5000.0,intermediate
CHEMBL3823527,COc1ccc2nccc(Nc3cc(O)ccc3C)c2c1,5000.0,intermediate
CHEMBL3822938,Cc1ccc(O)cc1Nc1ccnc2ccc(C(F)(F)F)cc12,1080.0,intermediate
CHEMBL3822577,CC(C)S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1,5000.0,intermediate
CHEMBL3823499,CC(C)(C)S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1,5119.0,intermediate
CHEMBL3913027,CNC(=O)[C@H](Cc1cccc(C(F)(F)F)c1)NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1,46.0,active
CHEMBL3926709,NC(=O)[C@H](CCC1CCCCC1)NC(=O)[C@H]1CC[C@H](CNC(=O)c2cnn(-c3ccccc3)c2N)CC1,44.0,active
CHEMBL3939964,NC(=O)[C@H](CCC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1,7.0,active
CHEMBL3884319,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,10000.0,inactive
CHEMBL3185338,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)cc3)nc2n1,18100.0,inactive
CHEMBL3695657,CCNC(=O)Nc1ccc2ncc(-c3cccc(O)c3)nc2n1,100000.0,inactive
CHEMBL3695658,CCNC(=O)Nc1ccc2ncc(Nc3cccc(C)c3)nc2n1,100000.0,inactive
CHEMBL3695659,CCNC(=O)Nc1ccc2ncc(Nc3ccccc3C)nc2n1,31600.0,inactive
CHEMBL3695660,CCNC(=O)Nc1ccc2ncc(-c3ccc(OP(=O)(O)O)c(OC)c3)nc2n1,100000.0,inactive
CHEMBL3695661,CCNC(=O)Nc1ccc2ncc(-c3cc(Cl)c(O)c(OC)c3)nc2n1,100000.0,inactive
CHEMBL3695662,CCNC(=O)Nc1ccc2ncc(Nc3ccc4ccccc4c3)nc2n1,31600.0,inactive
CHEMBL3695663,CCNC(=O)Nc1ccc2ncc(-c3ccc(O)c(OC)c3)nc2n1,100000.0,inactive
CHEMBL3649483,Cc1ccccc1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,0.5,active
CHEMBL3649484,Cc1cc(S(C)(=O)=O)ccc1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,0.5,active
CHEMBL3649485,Cc1ncccc1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,1.2,active
CHEMBL3649486,Cc1cc(S(C)(=O)=O)ccc1-c1nncc2nc(Nc3ccc(F)cc3)ccc12,0.9,active
CHEMBL3649487,Fc1ccc(Nc2ccc3c(-c4ccc(F)cc4F)nncc3n2)c(F)c1,0.3,active
CHEMBL3649488,O=C(c1cccc(-c2nncc3nc(Nc4ccc(F)cc4F)ccc23)c1)N1CCOCC1,45.0,active
CHEMBL3649489,Cn1cc(-c2nncc3nc(Nc4ccc(F)cc4F)ccc23)cn1,5.6,active
CHEMBL3649490,Fc1ccc(Nc2ccc3c(-c4cn[nH]c4)nncc3n2)c(F)c1,3.5,active
CHEMBL3649491,Cc1n[nH]c(C)c1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,1.6,active
CHEMBL3649492,Cc1n[nH]cc1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,1.1,active
CHEMBL3649493,Cc1noc(C)c1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,7.1,active
CHEMBL3649494,Fc1ccc(Nc2ccc3c(N4CCOCC4)nncc3n2)c(F)c1,4.0,active
CHEMBL3649495,Cc1ccccc1-c1nncc2nc(Oc3ccc(F)cc3F)ccc12,0.2,active
CHEMBL3649496,Cc1ccc(C(N)=O)cc1-c1nncc2nc(Oc3ccc(F)cc3F)ccc12,0.3,active
CHEMBL3649497,Cc1cc(S(C)(=O)=O)ccc1-c1nncc2nc(Oc3ccc(F)cc3F)ccc12,0.7,active
CHEMBL3649498,Fc1ccc(Oc2ccc3c(-c4cn[nH]c4)nncc3n2)c(F)c1,5.1,active
CHEMBL3649499,Cc1ccccc1-c1nncc2nc(Oc3ccc(F)cc3)ccc12,0.9,active
CHEMBL3649500,Cc1ccc(C(N)=O)cc1-c1nncc2nc(Oc3ccc(F)cc3)ccc12,1.2,active
CHEMBL3649501,Cc1noc(C)c1-c1nncc2nc(Oc3ccc(F)cc3F)ccc12,6.5,active
CHEMBL3649502,Cc1cc(F)ccc1Oc1ccc2c(-c3ccccc3C)nncc2n1,168.0,active
CHEMBL3649503,Cc1cc(F)ccc1Oc1ccc2c(-c3cc(C(N)=O)ccc3C)nncc2n1,417.0,active
CHEMBL3701781,Cc1ccc(C(N)=O)cc1-c1ccc2c(c1)NC(=O)C2(C)C,80.0,active
CHEMBL3701782,Cc1ccc(C(=O)NCC2CC2)cc1-c1ccc2c(c1)NC(=O)C2(C)C,27.0,active
CHEMBL3640006,Cc1ccc(C(=O)Nc2ccon2)cc1-c1ccc2c(c1)NC(=O)C2(C)C,0.04,active
CHEMBL3701783,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(O)CC1,1.4,active
CHEMBL3701784,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(C)(O)CC1,0.8,active
CHEMBL3701785,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(N2CCOCC2)CC1,1.0,active
CHEMBL3701786,Cc1nnc(-c2cc(F)c(C)c(-c3ccc4c(c3)NC(=O)C43CCOCC3)c2)[nH]1,8.0,active
CHEMBL3701787,Cc1nnc(-c2cc(F)c(C)c(-c3ccc4c(c3)NC(=O)C43CCC(C)(O)CC3)c2)[nH]1,8.0,active
CHEMBL3701788,Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCC(F)(F)CC3)c2)o1,5.6,active
CHEMBL3701789,Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCC(O)CC3)c2)o1,5.7,active
CHEMBL3652531,COc1c(CO)cc(C(C)(C)C)cc1NC(=O)N[C@@H]1Cc2c(F)cccc2[C@@H]1O,3.0,active
CHEMBL3652532,COc1c(NC(=O)N[C@@H]2Cc3ccccc3[C@@H]2O)cc(C(C)(C)C)cc1[C@@H](O)C(F)(F)F,15.0,active
CHEMBL3652533,COc1c(NC(=O)N[C@@H]2Cc3c(F)cccc3[C@@H]2O)cc(C(C)(C)C)cc1[C@@H](O)C(F)(F)F,35.0,active
CHEMBL3652534,COc1cccc2c1C[C@@H](NC(=O)Nc1cc(C(C)(C)C)cc([C@H](O)C(F)(F)F)c1OC)[C@H]2O,24.0,active
CHEMBL3652535,COc1c(NC(=O)N[C@@H]2Cc3c(F)cccc3[C@@H]2O)cc(N2CCOCC2)cc1[C@@H](O)C(F)(F)F,16.0,active
CHEMBL3652536,COc1c(NC(=O)N[C@@H]2Cc3ccccc3[C@@H]2O)cc(N2CCCC2)cc1[C@@H](O)C(F)(F)F,51.0,active
CHEMBL3652537,COc1c(NC(=O)N[C@@H]2Cc3ccccc3[C@@H]2O)cc(C2(C)CCOCC2)cc1[C@@H](O)C(F)(F)F,13.0,active
CHEMBL3652538,CCC(C)(C)c1cc(NC(=O)N[C@@H]2Cc3ccccc3[C@@H]2O)c(OC)c([C@@H](O)C(F)(F)F)c1,29.0,active
CHEMBL3652539,COc1c(NC(=O)NC2Cc3ccccc3C2)cc(C(C)(C)C)cc1C(O)C(F)(F)F,117.0,active
CHEMBL3681949,C#Cc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)n2)cc(C(=O)NCCOCCOCCOC)c1,224.0,active
CHEMBL3695615,C=CCNC(=O)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,100000.0,inactive
CHEMBL3695616,C=CCNC(=S)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,100000.0,inactive
CHEMBL3695617,CCNC(=O)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,100000.0,inactive
CHEMBL3695618,CNC(=S)Nc1ccc2ncc(-c3ccc(N)cc3)nc2n1,100000.0,inactive
CHEMBL3695619,CCN(C(C)=O)C(=O)Nc1ccc2ncc(-c3ccccc3)nc2n1,495.0,active
CHEMBL3695620,CCNC(=O)Nc1ccc2ncc(-c3ccc(N)cc3)nc2n1,31600.0,inactive
CHEMBL3695621,O=C(NCCCCO)Nc1ccc2ncc(-c3ccccc3)nc2n1,100000.0,inactive
CHEMBL3695622,O=C(NCCCO)Nc1ccc2ncc(-c3ccccc3)nc2n1,100000.0,inactive
CHEMBL3695623,CCNC(=O)Nc1ccc2ncc(-c3ccc(OCCCN4CCOCC4)cc3)nc2n1,100000.0,inactive
CHEMBL3695624,CCNC(=S)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,100000.0,inactive
CHEMBL3695625,CCNC(=O)Nc1ccc2ncc(-c3cccc(C(=O)O)c3)nc2n1,100000.0,inactive
CHEMBL3695626,CCNC(=O)Nc1ccc2ncc(-c3ccc(OC)c(OC)c3)nc2n1,100000.0,inactive
CHEMBL3695627,CCNC(=O)Nc1ccc2ncc(-c3ccc(N)c(OC)c3)nc2n1,31600.0,inactive
CHEMBL3695628,CCNC(=O)Nc1ccc2ncc(-c3cccc(C(N)=O)c3)nc2n1,100000.0,inactive
CHEMBL3695629,CCNC(=O)Nc1ccc2ncc(Nc3ccc(OC)cc3)nc2n1,100000.0,inactive
CHEMBL3695630,CCNC(=O)Nc1ccc2ncc(Nc3ccc(Cl)cc3)nc2n1,100000.0,inactive
CHEMBL3695631,CCNC(=O)Nc1ccc2ncc(Nc3cccnc3)nc2n1,100000.0,inactive
CHEMBL3695632,CCNC(=O)Nc1ccc2ncc(Nc3ccc(CC)cc3)nc2n1,100000.0,inactive
CHEMBL3695633,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)c(OC)c3)nc2n1,100000.0,inactive
CHEMBL3695634,CCNC(=O)Nc1ccc2ncc(Nc3ccc(O)cc3)nc2n1,100000.0,inactive
CHEMBL3695635,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)cn3)nc2n1,100000.0,inactive
CHEMBL3695636,CCNC(=O)Nc1ccc2ncc(Nc3ccn(C)n3)nc2n1,100000.0,inactive
CHEMBL3695637,CCNC(=O)Nc1ccc2ncc(Nc3ccc(F)cc3)nc2n1,100000.0,inactive
CHEMBL3695638,COc1cc(-c2cnc3ccc(NC(=O)NCCCCO)nc3n2)ccc1O,100000.0,inactive
CHEMBL3695639,CCNC(=O)Nc1ccc2ncc(-c3ccc(O)cc3Cl)nc2n1,31600.0,inactive
CHEMBL3695640,CCNC(=O)Nc1ccc2ncc(-c3ccc(Cl)cc3OC)nc2n1,100000.0,inactive
CHEMBL3695641,CCNC(=O)Nc1ccc2ncc(-c3c(C)n[nH]c3C)nc2n1,100000.0,inactive
CHEMBL3695642,CCNC(=O)Nc1ccc2ncc(-c3cnn(C)c3)nc2n1,100000.0,inactive
CHEMBL3695643,CCNC(=O)Nc1ccc2ncc(-c3ccc(C#N)s3)nc2n1,31600.0,inactive
CHEMBL3695644,CCNC(=O)Nc1ccc2ncc(Nc3ccc(OC)c(Cl)c3)nc2n1,100000.0,inactive
CHEMBL3639945,CCNC(=O)Nc1ccc2ncc(Nc3cnc4ccccc4c3)nc2n1,1400.0,intermediate
CHEMBL3695645,CCNC(=O)Nc1ccc2ncc(Nc3cc(OC)cc(OC)c3)nc2n1,100000.0,inactive
CHEMBL3695646,CCNC(=O)Nc1ccc2ncc(Nc3cnccn3)nc2n1,100000.0,inactive
CHEMBL3695647,CCNC(=O)Nc1ccc2ncc(Nc3cccc(OC(C)C)c3)nc2n1,100000.0,inactive
CHEMBL3695648,CCNC(=O)Nc1ccc2ncc(-c3ccc(OS(=O)(=O)c4ccc(C)cc4)c(OC)c3)nc2n1,100000.0,inactive
CHEMBL3695649,CCNC(=O)Nc1ccc2ncc(Nc3ccnc(Cl)c3)nc2n1,100000.0,inactive
CHEMBL3695650,CCNC(=O)Nc1ccc2ncc(Nc3cc(Cl)c(O)c(Cl)c3)nc2n1,100000.0,inactive
CHEMBL3695651,CCNC(=O)Nc1ccc2ncc(-c3cc(Cl)c(O)c(Cl)c3)nc2n1,100000.0,inactive
