molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value,,Standard_1,,,
CHEMBL280059,COC(=O)c1sc(N)cc1NC(=O)Nc1ccc(C)cc1,active,441,,5,CHEMBL1289427,CCNc1c(C(=O)Nc2cc(C(=O)Nc3ccon3)ccc2C)cnn1-c1ccccc1C,active
CHEMBL19148,COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccccc1,active,290,,4,CHEMBL437747,CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,active
CHEMBL19040,CNC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C(C)C)cc1,active,270,,91,CHEMBL1688860,CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,active
CHEMBL277806,Cc1ccc(NC(=O)Nc2cc(C(C)(C)C)sc2C(=O)OCCO)cc1,active,57,,42,CHEMBL1688861,CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,active
CHEMBL18541,COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(F)cc1,active,830,,10,CHEMBL1230122,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL416543,CNC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,active,32,,158,CHEMBL1766577,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CO)CO)nc21,active
CHEMBL18709,COC(=O)c1c(NC(=O)Nc2ccc(F)cc2)cc(C(C)(C)C)n1C,active,663,,223,CHEMBL1766578,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NCCS(C)(=O)=O)nc21,active
CHEMBL18771,COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1ccc(F)cc1,active,42,,21,CHEMBL1766490,Cn1c(=O)c(-c2ccccc2Cl)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL18908,CNC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,active,44,,5,CHEMBL1232769,C[C@H](CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,active
CHEMBL18852,COC(=O)c1c(NC(=O)Nc2ccc(C)cc2)cc(C(C)(C)C)n1C,active,400,,106,CHEMBL1232773,Cn1c(=O)c(Oc2ccccc2)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL278646,COCCOC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,active,464,,50,CHEMBL1230610,C[C@@H](CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,active
CHEMBL18770,COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1ccccc1Cl,active,60,,14,CHEMBL1766491,Cn1c(=O)c(Oc2ccc(F)cc2)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL13868,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,active,130,,1,CHEMBL1766579,CC(=O)N1CCC(Nc2ncc3cc(Oc4ccc(F)cc4F)c(=O)n(C)c3n2)CC1,active
CHEMBL418348,CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,650,,594,CHEMBL1766492,Cn1c(=O)c(Oc2cccc(F)c2)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL275200,CC(C)(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,79,,4,CHEMBL1766580,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(N[C@H]3CC[C@H](O)CC3)nc21,active
CHEMBL264227,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(C(F)(F)F)cc3)n2)cc1,active,215,,15,CHEMBL1766493,Cn1c(=O)c(Oc2ccccc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL304227,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(CC(F)(F)F)n1,active,87,,15,CHEMBL1766581,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCS(=O)(=O)CC3)nc21,active
CHEMBL417804,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,25,,111,CHEMBL1766494,Cn1c(=O)c(Sc2ccccc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL275666,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(C(F)(F)F)c3)n2)cc1,active,132,,2,CHEMBL1232784,C[C@@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,active
CHEMBL14170,CN(C)C(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,312,,42,CHEMBL1766495,Cn1c(=O)c(Cc2ccccc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL64031,COc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,active,35,,11,CHEMBL1230351,C[C@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,active
CHEMBL62459,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)[nH]n1,active,44,,40,CHEMBL1766496,Cn1c(=O)c(Cc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL291826,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)cc1,active,53,,18,CHEMBL1766497,O=c1[nH]c2nc(NC3CCOCC3)ncc2cc1Oc1ccc(F)cc1F,active
CHEMBL291835,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(F)c2)n1,active,33,,1,CHEMBL1766498,CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL417079,CC(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,41,,9,CHEMBL1766499,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CC1,active
CHEMBL275271,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Cl)c(Cl)c3)n2)cc1,active,165,,2,CHEMBL1766500,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1CCCO,active
CHEMBL14339,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cc(F)cc(F)c3)n2)cc1,active,209,,20,CHEMBL1766501,CS(=O)(=O)CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL61326,CCCCOC(=O)c1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2C)cc1,active,290,,6,CHEMBL1766502,CS(=O)(=O)CCCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL428877,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,7.4,,1,CHEMBL1766503,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CCS(=O)(=O)CC1,active
CHEMBL14125,Oc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,20,,12,CHEMBL1766504,CC(C)(O)Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL273525,O=C(O)Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,119,,7,CHEMBL1766505,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C[C@H](O)CO,active
CHEMBL303798,Cc1ccccc1-n1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,active,43,,2,CHEMBL1766506,N#CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,active
CHEMBL13850,Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c(C)c1,active,6,,1,CHEMBL1766572,CS(=O)(=O)N1CCC(n2c(=O)c(Oc3ccc(F)cc3F)cc3cnc(NC4CCOCC4)nc32)CC1,active
CHEMBL13836,Cc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,15,,260,CHEMBL1766573,CNc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,active
CHEMBL61846,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(CCC#N)n1,active,180,,4,CHEMBL1232772,CC(C)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,active
CHEMBL65073,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc(Cl)cc2)n1,active,42,,31,CHEMBL1766574,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(N[C@H]3CCOC3)nc21,active
CHEMBL275168,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Cl)cc3)n2)cc1,active,114,,67,CHEMBL1766575,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NCC(C)(C)O)nc21,active
CHEMBL63071,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccccc2)n1,active,30,,25,CHEMBL1766576,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(C)(C)CO)nc21,active
CHEMBL64820,CC(C)c1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)cc1,active,110,,85.4,CHEMBL1784928,CCOC(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active
CHEMBL273611,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1,active,23,,134,CHEMBL1785002,NC(=O)Cc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active
CHEMBL273432,Oc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,6.6,,151,CHEMBL1785003,NC(=O)CCc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active
CHEMBL14300,COc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,18.7,,209,CHEMBL1785004,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,active
CHEMBL64432,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccccn2)n1,active,120,,317,CHEMBL1785005,O=C(Oc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1)c1ccccc1,active
CHEMBL14682,Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,19,,453,CHEMBL1785006,O=C(Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1)NN1CCNCC1,active
CHEMBL418657,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc(S(C)(=O)=O)cc2)n1,active,32,,60,CHEMBL1795687,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Br)c1=O,active
CHEMBL277521,Cc1cccc(C)c1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,34.3,,193,CHEMBL1795688,Cc1ccc(C(=O)NCCO)cc1-n1cnc(SCc2ccc(F)cc2F)c(Cl)c1=O,active
CHEMBL275724,NC(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,89.7,,1.05,CHEMBL1088751,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,active
CHEMBL14014,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,active,95,,12,CHEMBL1738710,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O,active
CHEMBL13830,O=C(NN1CCNCC1)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,406,,12,CHEMBL1797224,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1cccc(C(N)=O)c1,active
CHEMBL276014,O=C(Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1)NN1CCCCC1,active,453,,2,CHEMBL1802632,Cc1ccc(C(N)=O)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,active
CHEMBL268946,NC(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,56,,9.5,CHEMBL1802633,Cc1ccc(C(=O)N(C)C)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,active
CHEMBL14026,O=C(O)CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,85.4,,34,CHEMBL1802634,CNC(=O)c1ccc(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c(C)c1,active
CHEMBL62943,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc(N)cc2)n1,active,29,,48.5,CHEMBL1802635,CNC(=O)c1cccc(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1C,active
CHEMBL13972,N#Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,177,,8.5,CHEMBL1802636,CNC(=O)c1ccc(F)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,active
CHEMBL304256,CCOC(=O)Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,active,105,,3,CHEMBL1802637,CNC(=O)c1ccc(Cl)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,active
CHEMBL417255,Cc1cc(C)cc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,41,,21,CHEMBL1802638,CNC(=O)c1ccc(OC)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,active
CHEMBL441793,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc([N+](=O)[O-])cc2)n1,active,39,,325,CHEMBL1802640,CNC(=O)c1ccc(CO)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,active
CHEMBL61735,CNC(=O)Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,active,250,,4,CHEMBL1802641,CNC(=O)c1ccc(C)c(-n2c(CO)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,active
CHEMBL14212,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C,active,15.2,,0.22,CHEMBL1800222,Cc1ccc(C(=O)Nc2ccon2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL13950,O=C(O)CCCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,174,,6,CHEMBL1800221,Cc1ccc(C(=O)Nc2ccccn2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL59876,CC(=O)Nc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,active,500,,10,CHEMBL1800220,Cc1ccc(C(=O)NC2CCC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL276576,Cc1ccc(C)c(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,10.7,,3,CHEMBL1800921,Cc1ccc(C(=O)NCC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL14233,O=C(O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,82,,275,CHEMBL1800920,Cc1ccc(C(=O)NC(C)(C)C)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL278498,CCC(=O)Nc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,151,,20,CHEMBL1800919,Cc1ccc(C(=O)NC(C)C)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL64041,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc([N+](=O)[O-])c2)n1,active,11,,12,CHEMBL1800918,CNC(=O)c1ccc(C)c(-c2ccc3c(c2)NC(=O)C32CCCC2)c1,active
CHEMBL14228,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(OCc4ccccc4)cc3)n2)cc1,active,317,,9,CHEMBL1800917,Cc1ccc(C(N)=O)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL293644,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(-c2ccccc2)c1,active,797,,1.2,CHEMBL1800916,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL14329,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3F)n2)cc1,active,13,,8,CHEMBL1800915,O=C(NC1CC1)c1cccc(-c2cc3c(cc2Cl)C2(CCCC2)C(=O)N3)c1,active
CHEMBL14187,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(-c4ccccc4)cc3)n2)cc1,active,60,,130,CHEMBL1800914,O=C(NC1CC1)c1cccc(-c2ccc3c(c2)NC(=O)C32CCCC2)c1,active
CHEMBL14697,CNC(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,75,,2,CHEMBL1800913,O=C(NC1CC1)c1ccc(Cl)c(-c2ccc3c(c2)NC(=O)C32CCCC2)c1,active
CHEMBL14252,O=C(NN1CCCCC1)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,599,,0.9,CHEMBL1825143,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCCC1,active
CHEMBL14763,Oc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,14,,1.3,CHEMBL1800911,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,active
CHEMBL14478,COc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,15.7,,1.4,CHEMBL1800910,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC1,active
CHEMBL62859,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cc(Br)cc(Br)c1,active,325,,5,CHEMBL1800909,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C2(C)C,active
CHEMBL303562,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)c(-c2ccccc2)s1,active,130,,3,CHEMBL1807447,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,active
CHEMBL276094,CC(C)NC(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,active,189,,3,CHEMBL1807448,COC(=O)NC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4)c(C)c23)c1,active
CHEMBL269450,Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,300,,4,CHEMBL1807446,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,active
CHEMBL64040,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(N)c2)n1,active,13,,5,CHEMBL1807591,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccco3)c(C)c12,active
CHEMBL64192,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(C(F)(F)F)c2)n1,active,56,,6,CHEMBL1807439,CCOC(=O)Nc1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4)c(C)c23)c1,active
CHEMBL62927,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(CCO)n1,active,130,,7,CHEMBL1807442,Cc1ccc(C(N)=O)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,active
CHEMBL14565,CC(=O)Nc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,134,,8,CHEMBL1807463,Cc1cccc(C(=O)c2cn3ncnc(Nc4cc(C(=O)NC5CC5)ccc4C)c3c2C)n1,active
CHEMBL13880,Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1C,active,21.6,,10,CHEMBL1807587,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccc[nH]3)c(C)c12,active
CHEMBL434957,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)cc21,active,125,,10,CHEMBL1807588,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3cc[nH]c3)c(C)c12,active
CHEMBL364572,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21,active,4.9,,11,CHEMBL1807444,CCNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4)c(C)c23)c1,active
CHEMBL192848,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccccc3)cc21,active,4.2,,11,CHEMBL1807592,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3c[nH]c4ccccc34)c(C)c12,active
CHEMBL192850,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccc(F)cc3)cc21,active,4.3,,12,CHEMBL1807455,CC#CC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,active
CHEMBL191053,CCc1nc(-c2ccc(F)cc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1,active,4.7,,12,CHEMBL1807456,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4C)c(C)c23)c1,active
CHEMBL364925,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1,active,4.5,,14,CHEMBL1807443,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4)c(C)c23)c1,active
CHEMBL193055,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)cc21,active,15.9,,14,CHEMBL1807458,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4cccc(OC)c4)c(C)c23)c1,active
CHEMBL363831,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)cc21,active,4.4,,15,CHEMBL1807586,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3cnc4ccccc4n3)c(C)c12,active
CHEMBL190514,CC(C)(C)c1nc(-c2ccc(F)cc2F)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)(C)C)c3c2)[nH]1,active,4.8,,18,CHEMBL1807590,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccn(C)c3)c(C)c12,active
CHEMBL192889,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccccc3)cc21,active,15.3,,19,CHEMBL1807454,CCCC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,active
CHEMBL191113,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C4CCNCC4)nc3-c3ccccc3)cc21,active,2.7,,19,CHEMBL1807465,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3cccnc3)c(C)c12,active
CHEMBL371145,CC(C)CN1CCC(c2nc(-c3ccc4nc(N)n(S(=O)(=O)C(C)C)c4c3)c(-c3ccccc3)[nH]2)CC1,active,5.5,,27,CHEMBL1807445,Cc1ccc(C(=O)NC(C)C)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,active
CHEMBL193247,Nc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2n1S(=O)(=O)C1CCCC1,active,19.9,,35,CHEMBL1807461,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccc5c(c4)OCO5)c(C)c23)c1,active
CHEMBL363852,CN(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21,active,22.8,,36,CHEMBL1807459,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4cccc(F)c4)c(C)c23)c1,active
CHEMBL193305,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)ncn3C)cc21,active,20.7,,40,CHEMBL1807464,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccccn3)c(C)c12,active
CHEMBL371491,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2O)n1,active,460,,44,CHEMBL1807589,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3cccn3C)c(C)c12,active
CHEMBL197399,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2cccc(O)c2)n1,active,520,,45,CHEMBL1807440,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,active
CHEMBL436102,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(N[C@@H](C)c2ccccc2)n1,active,84,,51,CHEMBL1807462,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4cccc(C)n4)c(C)c23)c1,active
CHEMBL196369,O=CCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1,active,48,,52,CHEMBL1807593,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3cc4ccccc4n3C)c(C)c12,active
