,molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
636,CHEMBL252128,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,active,3.1
637,CHEMBL251930,CNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,active,23.0
638,CHEMBL254453,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)OC(C)C)c(C)c23)c1,active,1.2
639,CHEMBL254452,CCOC(=O)Nc1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,active,1.5
640,CHEMBL252569,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)OC)c(C)c23)c1,active,3.3
641,CHEMBL253389,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)NC(C)C)c(C)c23)c1,active,12.0
642,CHEMBL253149,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)C(C)C)c(C)c23)c1,active,13.0
643,CHEMBL253148,CCC(=O)Nc1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,active,13.0
644,CHEMBL252946,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(C)=O)c(C)c23)c1,active,3.6
645,CHEMBL252373,CCOC(=O)Nc1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)CC)c(C)c23)c1,active,5.6
646,CHEMBL252168,CCOC(=O)Nc1ccc(C)c(Nc2ncnn3cc(C(=O)NC(C)C)c(C)c23)c1,active,7.7
647,CHEMBL251972,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OCC)ccc3C)c2c1C,active,4.7
648,CHEMBL255084,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(C)=O)ccc3C)c2c1C,active,230.0
649,CHEMBL255083,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)COC)ccc3C)c2c1C,active,20.0
650,CHEMBL254661,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OC(C)C)ccc3C)c2c1C,active,680.0
651,CHEMBL254660,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OCC)ccc3C)c2c1C,active,5.5
652,CHEMBL254659,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OC)ccc3C)c2c1C,active,15.0
653,CHEMBL402537,CC(C)Nc1nc2ccc(-c3ccnn3-c3ccccc3)cc2s1,active,21.0
654,CHEMBL258002,CC[C@@H](C)Nc1nc2ccc(-c3c(-c4ccccc4F)nn(CC)c3N)cc2s1,active,17.0
655,CHEMBL402905,CC[C@@H](C)Nc1nc2ccc(-c3c(-c4ccccc4F)nn(C)c3N)cc2s1,active,11.0
656,CHEMBL257585,CC[C@H](C)Nc1nc2ccc(-c3c(-c4ccccc4F)n[nH]c3N)cc2s1,active,5.5
657,CHEMBL404115,CC[C@@H](C)Nc1nc2ccc(-c3c(-c4ccccc4F)n[nH]c3N)cc2s1,active,3.2
658,CHEMBL255470,CC(C)Nc1nc2ccc(-c3c(-c4ccccc4F)n[nH]c3N)cc2s1,active,3.7
659,CHEMBL255469,CC[C@H](C)Nc1nc2ccc(-c3[nH]cnc3-c3ccccc3F)cc2s1,active,2.7
660,CHEMBL439238,CC[C@@H](C)Nc1nc2ccc(-c3[nH]cnc3-c3ccccc3F)cc2s1,active,1.6
661,CHEMBL403942,CC(C)Nc1nc2ccc(-c3[nH]cnc3-c3ccccc3F)cc2s1,active,3.3
662,CHEMBL255269,CC[C@H](C)Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1,active,10.0
663,CHEMBL255268,CC[C@@H](C)Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1,active,6.5
664,CHEMBL255464,CCNc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1,active,12.0
665,CHEMBL403943,Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1,active,16.0
666,CHEMBL257342,Fc1ccccc1-c1ncoc1-c1ccc2ncsc2c1,active,47.0
667,CHEMBL257341,CC(C)Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1,active,6.4
668,CHEMBL403941,CC(C)Nc1nc2ccc(-c3ccnn3-c3ccccc3F)cc2s1,active,20.0
669,CHEMBL257340,CC(C)Nc1nc2ccc(-c3ccnn3-c3cccc(F)c3)cc2s1,active,33.0
670,CHEMBL257132,CC(C)Nc1nc2ccc(-c3ccnn3-c3ccc(F)cc3)cc2s1,active,48.0
671,CHEMBL402861,CC(C)Nc1nc2ccc(-c3ccnn3-c3ccccc3Cl)cc2s1,active,175.0
672,CHEMBL442454,CC(C)Nc1nc2ccc(-c3ccnn3-c3cccc(Cl)c3)cc2s1,active,72.0
673,CHEMBL402655,CC(C)Nc1nc2ccc(-c3ccnn3-c3ccc(Cl)cc3)cc2s1,active,1000.0
674,CHEMBL257131,Cc1ccccc1-n1nccc1-c1ccc2nc(NC(C)C)sc2c1,active,146.0
675,CHEMBL256926,Cc1cccc(-n2nccc2-c2ccc3nc(NC(C)C)sc3c2)c1,active,33.0
676,CHEMBL402654,Cc1ccc(-n2nccc2-c2ccc3nc(NC(C)C)sc3c2)cc1,active,1000.0
677,CHEMBL256925,CC(C)Nc1nc2ccc(-c3[nH]cnc3-c3ccccc3)cc2s1,active,7.1
678,CHEMBL256924,CC(C)Nc1nc2ccc(-c3ocnc3-c3ccccc3)cc2s1,active,21.0
679,CHEMBL258403,Cc1cccc(Cl)c1NC(=O)c1cnc(NC2CC2)s1,active,39.0
680,CHEMBL404446,CCCNc1nc(C)c(C(=O)Nc2cc(C(=O)NCC)ccc2C)s1,active,130.0
681,CHEMBL402943,CCNC(=O)c1ccc(C)c(NC(=O)c2sc(NCC)nc2C)c1,active,330.0
682,CHEMBL254365,CCNC(=O)c1ccc(C)c(N2CC3N=C(NC4CCCC4)SC3C2=O)c1,active,53.0
683,CHEMBL254169,CCNC(=O)c1ccc(C)c(N2Cc3nc(NC(C)C)sc3C2=O)c1,active,34.0
684,CHEMBL254168,CCCNc1nc2c(s1)C(=O)N(c1cc(C(=O)NCC)ccc1C)C2,active,160.0
685,CHEMBL258247,CNC(=O)c1ccc(C)c(N2Cc3nc(NC4CCCC4)sc3C2=O)c1,active,110.0
686,CHEMBL255931,CNC(=O)c1ccc(C)c(N2Cc3nc(NC(C)C)sc3C2=O)c1,active,110.0
687,CHEMBL255719,CCCNc1nc2c(s1)C(=O)N(c1cc(C(=O)NC)ccc1C)C2,active,270.0
688,CHEMBL403200,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnc(NC(C)C)s1,active,3.8
689,CHEMBL258223,Cc1ccc(C(=O)Nc2ccnn2C)cc1NC(=O)c1cnc(NC(C)C)s1,active,5.4
690,CHEMBL255288,Cc1ccc(C(=O)Nc2ccn[nH]2)cc1NC(=O)c1cnc(NC(C)C)s1,active,4.2
691,CHEMBL255698,CCNC(=O)c1ccc(C)c(NC(=O)c2cnc(NC(C)C)s2)c1,active,3.4
692,CHEMBL255482,CCCNc1ncc(C(=O)Nc2cc(C(=O)NCC)ccc2C)s1,active,2.0
693,CHEMBL258418,CNC(=O)c1ccc(C)c(NC(=O)c2cnc(NCCOC)s2)c1,active,22.0
694,CHEMBL258203,CC[C@H](C)Nc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1,active,2.3
695,CHEMBL258202,CC[C@@H](C)Nc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1,active,3.5
696,CHEMBL258201,CNC(=O)c1ccc(C)c(NC(=O)c2cnc(NC(C)C)s2)c1,active,3.5
697,CHEMBL257996,CCCNc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1,active,4.5
698,CHEMBL257995,Cc1ccc(C(N)=O)cc1NC(=O)c1cnc(NC(C)C)s1,active,3.2
699,CHEMBL257994,CCCNc1ncc(C(=O)Nc2cc(C(N)=O)ccc2C)s1,active,4.1
700,CHEMBL255428,Cc1cccc(Cl)c1NC(=O)c1cnc(NC2CCC2)s1,active,36.0
701,CHEMBL186177,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2ccccc2)s1,active,62.0
702,CHEMBL403141,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(C)C)s1,active,13.0
703,CHEMBL255254,CCCNc1ncc(C(=O)Nc2c(C)cccc2Cl)s1,active,28.0
704,CHEMBL403140,CCNc1ncc(C(=O)Nc2c(C)cccc2Cl)s1,active,140.0
705,CHEMBL270657,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)nc21,active,2.3
706,CHEMBL274201,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3)nc21,active,3.6
707,CHEMBL404118,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccc(F)cc3)nc21,active,7.2
708,CHEMBL411291,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21,active,7.0
709,CHEMBL409698,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(-c4c(F)cccc4Cl)nc3-c3ccccc3)nc21,active,3.2
710,CHEMBL271505,CC(C)Cn1cnc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)nc21,active,3.9
711,CHEMBL272731,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3F)nc21,active,3.9
712,CHEMBL402188,CC(C)Cn1cnc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccccc3)nc21,active,5.1
713,CHEMBL429422,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccccc3)nc21,active,3.7
714,CHEMBL270842,Cc1nc(-c2ccc(F)cc2F)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1,active,8.8
715,CHEMBL271059,Cc1nc(-c2ccc(F)cc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1,active,7.1
716,CHEMBL258150,Cc1nc(-c2ccccc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1,active,20.4
717,CHEMBL402399,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3)cc21,active,6.7
718,CHEMBL270002,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4C(F)(F)F)nc3-c3ccccc3)cc21,active,8.5
719,CHEMBL272142,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4Cl)nc3-c3ccccc3)cc21,active,14.5
720,CHEMBL271443,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4ccccc4C(F)(F)F)nc3-c3ccccc3)cc21,active,26.1
721,CHEMBL403737,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4ccc(Cl)cc4)nc3-c3ccccc3)cc21,active,34.7
722,CHEMBL437030,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4ccncc4)nc3-c3ccccc3)cc21,active,6.1
723,CHEMBL404377,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)cc21,active,4.4
724,CHEMBL403294,CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21,active,6.4
725,CHEMBL272989,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21,active,4.5
726,CHEMBL442972,CC(C)Cn1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21,active,2.5
727,CHEMBL272108,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21,active,3.5
728,CHEMBL404547,Nc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2n1-c1ccccc1,active,158.0
729,CHEMBL402219,CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21,active,6.0
730,CHEMBL256684,Cc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2n1CC(C)C,active,11.2
731,CHEMBL444636,CC(C)Cn1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21,active,9.9
732,CHEMBL404645,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21,active,16.2
733,CHEMBL403851,CCNc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2[nH]1,active,56.4
734,CHEMBL272735,Nc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2[nH]1,active,131.0
735,CHEMBL272535,Fc1cccc(F)c1-c1nc(-c2ccccc2)c(-c2ccc3nc[nH]c3c2)[nH]1,active,88.4
737,CHEMBL402617,CCNc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2n1S(=O)(=O)C(C)C,active,156.0
738,CHEMBL269936,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3F)ccc2C)c(NC)n1,active,2.4
739,CHEMBL257858,COc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2F)ccc1C,active,856.0
740,CHEMBL255533,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3F)ccc2C)c(OC)n1,active,254.0
743,CHEMBL409901,O=C(NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1)[C@@H]1CCCN1,active,0.75
744,CHEMBL403389,NCCC(=O)NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1,active,130.0
745,CHEMBL255403,C[C@@H](N)C(=O)NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1,active,47.0
746,CHEMBL269792,C[C@H](N)C(=O)NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1,active,32.0
747,CHEMBL270004,CC(C)(N)C(=O)NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1,active,28.0
748,CHEMBL257697,NC(CO)C(=O)NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1,active,200.0
749,CHEMBL437024,NCC(=O)NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1,active,80.0
751,CHEMBL256421,O=C(NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1)[C@H]1CCCN1,active,73.0
752,CHEMBL401754,O=c1ccc2c(-c3cccnc3)cccc2n1-c1c(Cl)cccc1Cl,active,460.0
753,CHEMBL401957,O=c1ccc2c(-c3ccccn3)cccc2n1-c1c(Cl)cccc1Cl,active,350.0
754,CHEMBL271639,O=c1ccc2c(-c3ccccc3)cccc2n1-c1c(Cl)cccc1Cl,active,13.4
755,CHEMBL271850,O=c1c(O)cc2c(-c3ccccc3Cl)cc(O)cc2n1-c1c(Cl)cccc1Cl,active,5.0
756,CHEMBL401774,COc1cc(-c2ccccc2Cl)c2cc(O)c(=O)n(-c3c(Cl)cccc3Cl)c2c1,active,28.0
757,CHEMBL257236,O=c1ccc2c(-c3ccccc3Cl)cc(O)cc2n1-c1c(Cl)cccc1Cl,active,0.7
758,CHEMBL270599,O=C1C(O)Cc2c(-c3ccccc3Cl)cc(O)cc2N1c1c(Cl)cccc1Cl,active,4.0
759,CHEMBL403925,COc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1,active,1.5
760,CHEMBL270812,COc1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)C(O)C2,active,9.0
761,CHEMBL405713,O=c1ccc2c(-c3ccccc3Cl)cccc2n1-c1c(Cl)cccc1Cl,active,6.0
762,CHEMBL404023,O=C1C(O)Cc2c(-c3ccccc3Cl)cccc2N1c1c(Cl)cccc1Cl,active,27.5
764,CHEMBL438016,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)c(C)c1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,103.0
765,CHEMBL270765,CCc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,233.0
766,CHEMBL271154,CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cc(NC(=O)c5ccc6c(c5)OC(F)(F)O6)ccc4Cl)cn3)cc2)CC1,active,6.0
767,CHEMBL272850,COc1cc(OC)cc(C(=O)Nc2ccc(C)c(C(=O)Nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3)c2)c1,active,4.0
768,CHEMBL405401,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,22.0
769,CHEMBL271141,Cc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,10.0
770,CHEMBL271140,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2C)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,12.0
771,CHEMBL407063,Cc1ccc(NC(=O)c2cc(F)cc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,3.0
772,CHEMBL409734,COc1ccccc1C(=O)Nc1ccc(C)c(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2)c1,active,8.0
773,CHEMBL271760,Cc1ccc(NC(=O)c2ccccc2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,0.9
774,CHEMBL411050,Cc1ccc(NC(=O)c2cnoc2C)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,179.0
775,CHEMBL271201,CC(=O)Nc1ccc(C)c(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2)c1,active,63.0
776,CHEMBL271372,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(NC2CCN(C)CC2)nc1,active,5.0
777,CHEMBL272673,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(NCCN2CCOCC2)nc1,active,6.0
778,CHEMBL259465,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(NCCCN2CCOCC2)nc1,active,10.0
779,CHEMBL259247,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cncnc1,active,199.0
780,CHEMBL405666,Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,2.0
781,CHEMBL409914,Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,active,28.0
782,CHEMBL272888,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,5.0
783,CHEMBL411632,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1,active,14.0
784,CHEMBL429582,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,active,1.0
785,CHEMBL408070,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,active,10.0
786,CHEMBL272902,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1,active,87.0
788,CHEMBL111364,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1,active,380.0
790,CHEMBL278041,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,active,50.0
798,CHEMBL261021,CNC(=O)c1ccc(C)c(Nc2nc(N)nc3c2cnn3-c2ccccc2)c1,active,3.0
799,CHEMBL258974,CCn1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4c3cnn4-c3ccccc3)c2)n1,active,8.0
800,CHEMBL410136,Cc1ccc(C(=O)Nc2cc[nH]n2)cc1Nc1ncnc2c1cnn2-c1ccccc1,active,3.0
801,CHEMBL259922,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1,active,5.0
802,CHEMBL410667,CCCCNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1,active,21.0
803,CHEMBL261235,Cc1ccc(C(=O)Nc2cccnc2)cc1Nc1ncnc2c1cnn2-c1ccccc1,active,240.0
804,CHEMBL260383,Cc1ccc(C(=O)NCc2ccccc2)cc1Nc1ncnc2c1cnn2-c1ccccc1,active,184.0
805,CHEMBL259007,CONC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1,active,4.0
806,CHEMBL439267,Cc1ccc(C(N)=O)cc1Nc1ncnc2c1cnn2-c1ccccc1,active,7.0
807,CHEMBL259212,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccc(F)cc2)c1,active,9.0
808,CHEMBL409328,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2c(C)cc(C)cc2C)c1,active,24.0
809,CHEMBL260134,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2c(Cl)cccc2Cl)c1,active,6.0
810,CHEMBL409329,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2F)c1,active,9.0
811,CHEMBL258653,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccn2)c1,active,67.0
812,CHEMBL440406,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3Cc2ccccc2)c1,active,13.0
813,CHEMBL407046,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3C(C)(C)C)c1,active,13.0
814,CHEMBL407047,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3C)c1,active,253.0
815,CHEMBL258851,CNC(=O)c1ccc(C)c(Nc2nc(N3CCCC3)nc3c2cnn3-c2ccccc2)c1,active,12.0
816,CHEMBL429863,CNC(=O)c1ccc(C)c(Nc2nc(OCCN3CCCC3)nc3c2cnn3-c2ccccc2)c1,active,6.0
817,CHEMBL409916,CNC(=O)c1ccc(C)c(Nc2nc(NCCN3CCCC3)nc3c2cnn3-c2ccccc2)c1,active,4.0
818,CHEMBL261075,CNC(=O)c1ccc(C)c(Nc2nc(C)nc3c2cnn3-c2ccccc2)c1,active,18.0
819,CHEMBL412265,CNC(=O)c1ccc(C)c(Nc2nc(OC)nc3c2cnn3-c2ccccc2)c1,active,11.0
820,CHEMBL410668,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1,active,10.0
821,CHEMBL265710,CNC(=O)c1ccc(C)c(Nc2nc(N3CCCN(C)CC3)nc3c2cnn3-c2ccccc2)c1,active,8.0
822,CHEMBL260807,CNC(=O)c1ccc(C)c(Nc2nc(N(C)CCC#N)nc3c2cnn3-c2ccccc2)c1,active,5.0
823,CHEMBL412281,CNC(=O)c1ccc(C)c(Nc2nc(NC)nc3c2cnn3-c2ccccc2)c1,active,14.0
824,CHEMBL262097,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2ccc(C)c12,active,27.0
825,CHEMBL262095,COC[C@H](C)NC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4ccc(C#N)cc4)ccc3C)c2c1C,active,16.0
826,CHEMBL260411,COC[C@H](C)NC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C,active,2.0
827,CHEMBL409116,COC[C@H](C)NC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2c1C,active,12.0
828,CHEMBL261061,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4ccc(C#N)cc4)ccc3C)c2c1C,active,23.0
829,CHEMBL262608,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2c1C,active,2.0
830,CHEMBL262866,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cccc(N5CCCC5=O)c4)ccc3C)c2c1C,active,16.0
831,CHEMBL262867,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cccc(-n5ccnc5)c4)ccc3C)c2c1C,active,7.0
832,CHEMBL409545,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cccc(-n5cccn5)c4)ccc3C)c2c1C,active,123.0
833,CHEMBL258747,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cccc(N5CCN(C)CC5)c4)ccc3C)c2c1C,active,924.0
834,CHEMBL411257,Cc1ccc(NC(=O)c2ccncc2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,active,14.0
835,CHEMBL259597,Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,active,1000.0
836,CHEMBL262625,Cc1ccc(NC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,active,1000.0
837,CHEMBL265956,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,active,32.0
838,CHEMBL262624,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3ncnn4cc(C(=O)N[C@@H](C)c5ccccc5)c(C)c34)c2)cc1,active,13.0
839,CHEMBL264697,Cc1cccc(C(=O)Nc2ccc(C)c(Nc3ncnn4cc(C(=O)N[C@@H](C)c5ccccc5)c(C)c34)c2)c1,active,94.0
840,CHEMBL261285,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,active,19.0
841,CHEMBL258794,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)NCCN(C)C)c(C)c12,active,10.0
842,CHEMBL260759,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)N(C)C)c(C)c12,active,63.0
843,CHEMBL445574,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)N[C@H](C)c3ccccc3)c(C)c12,active,23.0
844,CHEMBL261755,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)NC(C)C)c(C)c12,active,5.0
